pair,turn,round,type,is_gesture,from_ts,to_ts,referent,comment,duration,object,speech,speaker,trial,director,correct_answer,given_answer,accuracy,processed_utterance,pos_sequence,lemmas_sequence,text_lemma_pos,turn_from_ts,turn_to_ts,hand,pair_speaker,words,lemmas,pos,lemmas_pos,transcriptions,contain_text,segmentation method
pair15,439,4,iconic,gesture,1228.618,1229.607,13A,,0.9890000000000327,13,oh met de met de zes ruitjes,B,6,A,B,B,1,met de met de zes ruitjes,ADP DET ADP DET NUM NOUN ,met de met de zes rui ,met_met#ADP de_de#DET met_met#ADP de_de#DET zes_zes#NUM ruitjes_rui#NOUN ,1227.643,1229.424,"R, L",pair15_B,met de zes ruitjes,met de zes rui,ADP DET NUM NOUN,met#ADP de#DET zes#NUM rui#NOUN,manual,True,manual
pair15,442,4,other,gesture,1230.9,1231.171,,,0.27099999999995816,13,ja,B,6,A,B,B,1,ja,INTJ ,ja ,ja_ja#INTJ ,1230.876,1231.086,L,pair15_B,kant ja,kant ja,NOUN INTJ,kant#NOUN ja#INTJ,manual,True,manual
pair15,444,4,iconic,gesture,1235.685,1236.237,12A,,0.5520000000001346,12,uh dit is degene met een soort van schotel aan de rechterkant,B,7,B,12,12,1,dit is degene met een soort van schotel aan de rechterkant,PRON AUX PRON ADP DET NOUN ADP NOUN ADP DET NOUN ,dit zijn degeen met een soort van schotel aan de rechterkant ,dit_dit#PRON is_zijn#AUX degene_degeen#PRON met_met#ADP een_een#DET soort_soort#NOUN van_van#ADP schotel_schotel#NOUN aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN ,1234.031,1237.368,R,pair15_B,een soort van schotel aan de,een soort van schotel aan de,DET NOUN ADP NOUN ADP DET,een#DET soort#NOUN van#ADP schotel#NOUN aan#ADP de#DET,manual,True,manual
pair15,445,4,iconic,gesture,1240.563,1241.425,12B+12C,,0.8619999999998527,12,en dan aan de linkerkant de balk met een spijker erin,B,7,B,12,12,1,en dan aan de linkerkant de balk met een spijker erin,CCONJ ADV ADP DET NOUN DET NOUN ADP DET NOUN ADV ,en dan aan de linkerkant de balk met een spijker erin ,en_en#CCONJ dan_dan#ADV aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN de_de#DET balk_balk#NOUN met_met#ADP een_een#DET spijker_spijker#NOUN erin_erin#ADV ,1237.567,1242.016,L,pair15_B,balk met een spijker erin,balk met een spijker erin,NOUN ADP DET NOUN ADV,balk#NOUN met#ADP een#DET spijker#NOUN erin#ADV,manual,True,manual
pair15,452,4,iconic,gesture,1259.939,1260.281,general,,0.34199999999987085,02,oh ja met het torentje aan de zijkant *1*,A,9,B,1,1,1,ja met het torentje aan de zijkant een,INTJ ADP DET NOUN ADP DET NOUN DET ,ja met het toren aan de zijkant een ,ja_ja#INTJ met_met#ADP het_het#DET torentje_toren#NOUN aan_aan#ADP de_de#DET zijkant_zijkant#NOUN een_een#DET ,1259.055,1261.309,L,pair15_A,het torentje aan de zijkant,het toren aan de zijkant,DET NOUN ADP DET NOUN,het#DET toren#NOUN aan#ADP de#DET zijkant#NOUN,manual,True,manual
pair15,453,4,iconic,gesture,1267.425,1268.099,general,,0.6739999999999782,09,uh dit is die met de um #clicks# uh het schoteltje erachter,A,10,A,C,C,1,dit is die met de het schoteltje erachter,PRON AUX PRON ADP DET DET NOUN ADV ,dit zijn die met de het schotel erachter ,dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP de_de#DET het_het#DET schoteltje_schotel#NOUN erachter_erachter#ADV ,1263.738,1268.282,R,pair15_A,het schoteltje erachter,het schotel erachter,DET NOUN ADV,het#DET schotel#NOUN erachter#ADV,manual,True,manual
pair15,454,4,iconic,gesture,1268.884,1269.983,09D,,1.0989999999999327,09,die (dus) eigenlijk half er overheen komt,A,10,A,C,C,1,die dus eigenlijk half er overheen komt,PRON ADV ADJ ADJ ADV ADP VERB ,die dus eigenlijk half er overheen komen ,die_die#PRON dus_dus#ADV eigenlijk_eigenlijk#ADJ half_half#ADJ er_er#ADV overheen_overheen#ADP komt_komen#VERB ,1268.609,1270.545,R,pair15_A,die dus eigenlijk half er overheen komt,die dus eigenlijk half er overheen komen,PRON ADV ADJ ADJ ADV ADP VERB,die#PRON dus#ADV eigenlijk#ADJ half#ADJ er#ADV overheen#ADP komen#VERB,manual,True,manual
pair15,455,4,iconic,gesture,1272.121,1272.475,general,,0.35399999999981446,09,en de druppelvorm rechtsboven,A,10,A,C,C,1,en de druppelvorm rechtsboven,CCONJ DET NOUN VERB ,en de druppelvorm rechtsboven ,en_en#CCONJ de_de#DET druppelvorm_druppelvorm#NOUN rechtsboven_rechtsboven#VERB ,1271.249,1273.358,R,pair15_A,de druppelvorm,de druppelvorm,DET NOUN,de#DET druppelvorm#NOUN,manual,True,manual
pair15,456,4,iconic,gesture,1273.541,1273.906,09C,,0.3650000000000091,09,ja en dan nog een balkje aan de linkerkant ja,B,10,A,C,C,1,ja en dan nog een balkje aan de linkerkant ja,INTJ CCONJ ADV ADV DET NOUN ADP DET NOUN INTJ ,ja en dan nog een balk aan de linkerkant ja ,ja_ja#INTJ en_en#CCONJ dan_dan#ADV nog_nog#ADV een_een#DET balkje_balk#NOUN aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN ja_ja#INTJ ,1272.395,1274.87,L,pair15_B,nog een balkje aan de,nog een balk aan de,ADV DET NOUN ADP DET,nog#ADV een#DET balk#NOUN aan#ADP de#DET,manual,True,manual
pair15,457,4,deictic,gesture,1274.314,1274.635,,,0.3209999999999127,09,ja,A,10,A,C,C,1,ja,INTJ ,ja ,ja_ja#INTJ ,1274.263,1274.57,R,pair15_A,ja,ja,INTJ,ja#INTJ,manual,True,manual
pair15,472,4,iconic,gesture,1298.209,1299.442,08A,,1.2329999999999472,08,uh dit is degene met uh het vierkantje erin en met de twee blokkentorens tegen elkaar,B,13,B,7,7,1,dit is degene met het vierkantje erin en met de twee blokkentorens tegen elkaar,PRON AUX PRON ADP DET NOUN ADV CCONJ ADP DET NUM ADJ ADP PRON ,dit zijn degeen met het vierkantje erin en met de twee blokkentorens tegen elkaar ,dit_dit#PRON is_zijn#AUX degene_degeen#PRON met_met#ADP het_het#DET vierkantje_vierkantje#NOUN erin_erin#ADV en_en#CCONJ met_met#ADP de_de#DET twee_twee#NUM blokkentorens_blokkentorens#ADJ tegen_tegen#ADP elkaar_elkaar#PRON ,1295.906,1301.37,L,pair15_B,het vierkantje erin en met,het vierkantje erin en met,DET NOUN ADV CCONJ ADP,het#DET vierkantje#NOUN erin#ADV en#CCONJ met#ADP,manual,True,manual
pair15,472,4,iconic,gesture,1299.922,1301.005,08B,Post-stroke hold,1.0830000000000837,08,uh dit is degene met uh het vierkantje erin en met de twee blokkentorens tegen elkaar,B,13,B,7,7,1,dit is degene met het vierkantje erin en met de twee blokkentorens tegen elkaar,PRON AUX PRON ADP DET NOUN ADV CCONJ ADP DET NUM ADJ ADP PRON ,dit zijn degeen met het vierkantje erin en met de twee blokkentorens tegen elkaar ,dit_dit#PRON is_zijn#AUX degene_degeen#PRON met_met#ADP het_het#DET vierkantje_vierkantje#NOUN erin_erin#ADV en_en#CCONJ met_met#ADP de_de#DET twee_twee#NUM blokkentorens_blokkentorens#ADJ tegen_tegen#ADP elkaar_elkaar#PRON ,1295.906,1301.37,"R, L",pair15_B,erin en met de twee blokkentorens tegen elkaar,erin en met de twee blokkentorens tegen elkaar,ADV CCONJ ADP DET NUM ADJ ADP PRON,erin#ADV en#CCONJ met#ADP de#DET twee#NUM blokkentorens#ADJ tegen#ADP elkaar#PRON,manual,True,manual
pair15,475,4,iconic,gesture,1310.022,1311.143,general,,1.1210000000000946,11,uh dit is die met de neus met niks erdoorheen met die kegelvorm linksboven,A,14,A,H,H,1,dit is die met de neus met niks erdoorheen met die kegelvorm linksboven,PRON AUX PRON ADP DET NOUN ADP PRON ADV ADP DET NOUN PROPN ,dit zijn die met de neus met niks erdoorheen met die kegelvorm Linksboven ,dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP de_de#DET neus_neus#NOUN met_met#ADP niks_niks#PRON erdoorheen_erdoorheen#ADV met_met#ADP die_die#DET kegelvorm_kegelvorm#NOUN linksboven_Linksboven#PROPN ,1306.592,1311.985,R,pair15_A,kegelvorm,kegelvorm,NOUN,kegelvorm#NOUN,manual,True,manual
pair15,484,4,iconic,gesture,1327.696,1328.397,03C,,0.7010000000000218,03,uh dit is die met de twistervorm aan de onderkant met de driehoek,A,16,A,K,K,1,dit is die met de twistervorm aan de onderkant met de driehoek,PRON AUX PRON ADP DET NOUN ADP DET NOUN ADP DET NOUN ,dit zijn die met de twistervorm aan de onderkant met de driehoek ,dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP de_de#DET twistervorm_twistervorm#NOUN aan_aan#ADP de_de#DET onderkant_onderkant#NOUN met_met#ADP de_de#DET driehoek_driehoek#NOUN ,1326.901,1331.359,R,pair15_A,dit is die met de twistervorm aan de,dit zijn die met de twistervorm aan de,PRON AUX PRON ADP DET NOUN ADP DET,dit#PRON zijn#AUX die#PRON met#ADP de#DET twistervorm#NOUN aan#ADP de#DET,manual,True,manual
pair15,484,4,iconic,gesture,1329.198,1330.049,03D,,0.8509999999998854,03,uh dit is die met de twistervorm aan de onderkant met de driehoek,A,16,A,K,K,1,dit is die met de twistervorm aan de onderkant met de driehoek,PRON AUX PRON ADP DET NOUN ADP DET NOUN ADP DET NOUN ,dit zijn die met de twistervorm aan de onderkant met de driehoek ,dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP de_de#DET twistervorm_twistervorm#NOUN aan_aan#ADP de_de#DET onderkant_onderkant#NOUN met_met#ADP de_de#DET driehoek_driehoek#NOUN ,1326.901,1331.359,R,pair15_A,met,met,ADP,met#ADP,manual,True,manual
pair15,490,5,iconic,gesture,1341.768,1342.464,06D,,0.6959999999999127,06,dit is die met de neus met een uh staaf erdoorheen,A,2,A,E,E,1,dit is die met de neus met een staaf erdoorheen,PRON AUX PRON ADP DET NOUN ADP DET NOUN ADP ,dit zijn die met de neus met een staaf erdoorheen ,dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP de_de#DET neus_neus#NOUN met_met#ADP een_een#DET staaf_staaf#NOUN erdoorheen_erdoorheen#ADP ,1340.513,1343.164,R,pair15_A,met een staaf erdoorheen,met een staaf erdoorheen,ADP DET NOUN ADP,met#ADP een#DET staaf#NOUN erdoorheen#ADP,manual,True,manual
pair15,495,5,iconic,gesture,1359.966,1360.884,11D,,0.91800000000012,11,de kegelvorm aan de bo- linksboven,A,3,B,16,16,1,de kegelvorm aan de linksboven,DET NOUN ADP DET NOUN ,de kegelvorm aan de Linksboven ,de_de#DET kegelvorm_kegelvorm#NOUN aan_aan#ADP de_de#DET linksboven_Linksboven#NOUN ,1359.456,1361.349,R,pair15_A,de kegelvorm aan de linksboven,de kegelvorm aan de Linksboven,DET NOUN ADP DET NOUN,de#DET kegelvorm#NOUN aan#ADP de#DET Linksboven#NOUN,manual,True,manual
pair15,499,5,iconic,gesture,1366.397,1367.082,10D,,0.6850000000001728,10,even kijken dit is die met het zonnepaneel erachter ,A,4,A,G,G,1,even kijken dit is die met het zonnepaneel erachter,ADV VERB PRON AUX PRON ADP DET NOUN ADV ,even kijken dit zijn die met het zonnepaneel erachter ,even_even#ADV kijken_kijken#VERB dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP het_het#DET zonnepaneel_zonnepaneel#NOUN erachter_erachter#ADV ,1365.295,1367.413,L,pair15_A,met het zonnepaneel erachter,met het zonnepaneel erachter,ADP DET NOUN ADV,met#ADP het#DET zonnepaneel#NOUN erachter#ADV,manual,True,manual
pair15,500,5,iconic,gesture,1368.502,1368.795,10A+10E-REP,,0.29300000000012005,10,en uh de dingen erdoorheen,A,4,A,G,G,1,en de dingen erdoorheen,CCONJ DET NOUN ADP ,en de ding erdoorheen ,en_en#CCONJ de_de#DET dingen_ding#NOUN erdoorheen_erdoorheen#ADP ,1367.793,1370.144,"R, L",pair15_A,en de,en de,CCONJ DET,en#CCONJ de#DET,manual,True,manual
pair15,500,5,iconic,gesture,1369.547,1369.872,10A+10E-rep,,0.3250000000000455,10,en uh de dingen erdoorheen,A,4,A,G,G,1,en de dingen erdoorheen,CCONJ DET NOUN ADP ,en de ding erdoorheen ,en_en#CCONJ de_de#DET dingen_ding#NOUN erdoorheen_erdoorheen#ADP ,1367.793,1370.144,"R, L",pair15_A,de dingen erdoorheen,de ding erdoorheen,DET NOUN ADP,de#DET ding#NOUN erdoorheen#ADP,manual,True,manual
pair15,504,5,iconic,gesture,1377.524,1378.143,09D,,0.6190000000001419,09,uh dit is degene met het rondje wat er aan de achterkant half bovenuit komt,B,5,B,4,4,1,dit is degene met het rondje wat er aan de achterkant half bovenuit komt,PRON AUX PRON ADP DET NOUN PRON ADV ADP DET NOUN ADJ ADP VERB ,dit zijn degeen met het rond wat er aan de achterkant half bovenuit komen ,dit_dit#PRON is_zijn#AUX degene_degeen#PRON met_met#ADP het_het#DET rondje_rond#NOUN wat_wat#PRON er_er#ADV aan_aan#ADP de_de#DET achterkant_achterkant#NOUN half_half#ADJ bovenuit_bovenuit#ADP komt_komen#VERB ,1374.871,1379.071,L,pair15_B,aan de achterkant half bovenuit,aan de achterkant half bovenuit,ADP DET NOUN ADJ ADP,aan#ADP de#DET achterkant#NOUN half#ADJ bovenuit#ADP,manual,True,manual
pair15,507,5,iconic,gesture,1380.486,1380.707,09A,,0.22100000000000364,09,ja de druppelvorm *4*,A,5,B,4,4,1,ja de druppelvorm vier,INTJ DET NOUN NUM ,ja de druppelvorm vier ,ja_ja#INTJ de_de#DET druppelvorm_druppelvorm#NOUN vier_vier#NUM ,1380.251,1381.728,R,pair15_A,ja de druppelvorm,ja de druppelvorm,INTJ DET NOUN,ja#INTJ de#DET druppelvorm#NOUN,manual,True,manual
pair15,508,5,iconic,gesture,1386.248,1387.933,general,,1.6849999999999454,04,uh dit is die met de twee balken aan de rechterkant (z-) zijkant en de vulkaanvorm bovenop,A,6,A,H,H,1,dit is die met de twee balken aan de rechterkant zijkant en de vulkaanvorm bovenop,PRON AUX PRON ADP DET NUM NOUN ADP DET NOUN NOUN CCONJ DET NOUN ADV ,dit zijn die met de twee balk aan de rechterkant zijkant en de vulkaanvorm bovenop ,dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP de_de#DET twee_twee#NUM balken_balk#NOUN aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN zijkant_zijkant#NOUN en_en#CCONJ de_de#DET vulkaanvorm_vulkaanvorm#NOUN bovenop_bovenop#ADV ,1384.116,1389.892,R,pair15_A,balken aan de rechterkant zijkant,balk aan de rechterkant zijkant,NOUN ADP DET NOUN NOUN,balk#NOUN aan#ADP de#DET rechterkant#NOUN zijkant#NOUN,manual,True,manual
pair15,508,5,iconic,gesture,1388.806,1389.359,04A,,0.5529999999998836,04,uh dit is die met de twee balken aan de rechterkant (z-) zijkant en de vulkaanvorm bovenop,A,6,A,H,H,1,dit is die met de twee balken aan de rechterkant zijkant en de vulkaanvorm bovenop,PRON AUX PRON ADP DET NUM NOUN ADP DET NOUN NOUN CCONJ DET NOUN ADV ,dit zijn die met de twee balk aan de rechterkant zijkant en de vulkaanvorm bovenop ,dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP de_de#DET twee_twee#NUM balken_balk#NOUN aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN zijkant_zijkant#NOUN en_en#CCONJ de_de#DET vulkaanvorm_vulkaanvorm#NOUN bovenop_bovenop#ADV ,1384.116,1389.892,R,pair15_A,en de vulkaanvorm bovenop,en de vulkaanvorm bovenop,CCONJ DET NOUN ADV,en#CCONJ de#DET vulkaanvorm#NOUN bovenop#ADV,manual,True,manual
pair15,511,5,iconic,gesture,1398.237,1399.171,13A,,0.9339999999999691,13,oh met (het) uh zes ruitjes,A,7,B,5,5,1,met het zes ruitjes,ADP DET NUM NOUN ,met het zes rui ,met_met#ADP het_het#DET zes_zes#NUM ruitjes_rui#NOUN ,1397.285,1399.363,R,pair15_A,met het zes ruitjes,met het zes rui,ADP DET NUM NOUN,met#ADP het#DET zes#NUM rui#NOUN,manual,True,manual
pair15,515,5,iconic,gesture,1404.016,1404.221,12A,,0.20499999999992724,12,uh dit is die met het schoteltje aan de rechterkant en dan de #clicks# uh balk aan de linkerkant met spijker,A,8,A,L,L,1,dit is die met het schoteltje aan de rechterkant en dan de balk aan de linkerkant met spijker,PRON AUX PRON ADP DET NOUN ADP DET NOUN CCONJ ADV DET NOUN ADP DET NOUN ADP NOUN ,dit zijn die met het schotel aan de rechterkant en dan de balk aan de linkerkant met spijker ,dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP het_het#DET schoteltje_schotel#NOUN aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN en_en#CCONJ dan_dan#ADV de_de#DET balk_balk#NOUN aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN met_met#ADP spijker_spijker#NOUN ,1403.188,1409.46,R,pair15_A,die met het,die met het,PRON ADP DET,die#PRON met#ADP het#DET,manual,True,manual
pair15,515,5,iconic,gesture,1404.677,1404.999,general,,0.3220000000001164,12,uh dit is die met het schoteltje aan de rechterkant en dan de #clicks# uh balk aan de linkerkant met spijker,A,8,A,L,L,1,dit is die met het schoteltje aan de rechterkant en dan de balk aan de linkerkant met spijker,PRON AUX PRON ADP DET NOUN ADP DET NOUN CCONJ ADV DET NOUN ADP DET NOUN ADP NOUN ,dit zijn die met het schotel aan de rechterkant en dan de balk aan de linkerkant met spijker ,dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP het_het#DET schoteltje_schotel#NOUN aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN en_en#CCONJ dan_dan#ADV de_de#DET balk_balk#NOUN aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN met_met#ADP spijker_spijker#NOUN ,1403.188,1409.46,R,pair15_A,aan de,aan de,ADP DET,aan#ADP de#DET,manual,True,manual
pair15,515,5,iconic,gesture,1407.828,1408.469,12B,,0.6410000000000764,12,uh dit is die met het schoteltje aan de rechterkant en dan de #clicks# uh balk aan de linkerkant met spijker,A,8,A,L,L,1,dit is die met het schoteltje aan de rechterkant en dan de balk aan de linkerkant met spijker,PRON AUX PRON ADP DET NOUN ADP DET NOUN CCONJ ADV DET NOUN ADP DET NOUN ADP NOUN ,dit zijn die met het schotel aan de rechterkant en dan de balk aan de linkerkant met spijker ,dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP het_het#DET schoteltje_schotel#NOUN aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN en_en#CCONJ dan_dan#ADV de_de#DET balk_balk#NOUN aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN met_met#ADP spijker_spijker#NOUN ,1403.188,1409.46,R,pair15_A,balk aan de linkerkant met,balk aan de linkerkant met,NOUN ADP DET NOUN ADP,balk#NOUN aan#ADP de#DET linkerkant#NOUN met#ADP,manual,True,manual
pair15,515,5,iconic,gesture,1408.624,1409.011,12C,,0.3869999999999436,12,uh dit is die met het schoteltje aan de rechterkant en dan de #clicks# uh balk aan de linkerkant met spijker,A,8,A,L,L,1,dit is die met het schoteltje aan de rechterkant en dan de balk aan de linkerkant met spijker,PRON AUX PRON ADP DET NOUN ADP DET NOUN CCONJ ADV DET NOUN ADP DET NOUN ADP NOUN ,dit zijn die met het schotel aan de rechterkant en dan de balk aan de linkerkant met spijker ,dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP het_het#DET schoteltje_schotel#NOUN aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN en_en#CCONJ dan_dan#ADV de_de#DET balk_balk#NOUN aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN met_met#ADP spijker_spijker#NOUN ,1403.188,1409.46,R,pair15_A,de linkerkant met spijker,de linkerkant met spijker,DET NOUN ADP NOUN,de#DET linkerkant#NOUN met#ADP spijker#NOUN,manual,True,manual
pair15,523,5,iconic,gesture,1423.839,1425.016,general,,1.1770000000001346,08,uh dit is die met de vierkant erbovenin met de twee blokkentorens tegen elkaar aan,A,10,A,K,K,1,dit is die met de vierkant erbovenin met de twee blokkentorens tegen elkaar aan,PRON AUX PRON ADP DET ADJ PROPN ADP DET NUM ADJ ADP PRON ADP ,dit zijn die met de vierkant Erbovenin met de twee blokkentorens tegen elkaar aan ,dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP de_de#DET vierkant_vierkant#ADJ erbovenin_Erbovenin#PROPN met_met#ADP de_de#DET twee_twee#NUM blokkentorens_blokkentorens#ADJ tegen_tegen#ADP elkaar_elkaar#PRON aan_aan#ADP ,1422.514,1426.945,R,pair15_A,vierkant erbovenin met de twee,vierkant Erbovenin met de twee,ADJ PROPN ADP DET NUM,vierkant#ADJ Erbovenin#PROPN met#ADP de#DET twee#NUM,manual,True,manual
pair15,523,5,iconic,gesture,1425.679,1426.497,08B,,0.8179999999999836,08,uh dit is die met de vierkant erbovenin met de twee blokkentorens tegen elkaar aan,A,10,A,K,K,1,dit is die met de vierkant erbovenin met de twee blokkentorens tegen elkaar aan,PRON AUX PRON ADP DET ADJ PROPN ADP DET NUM ADJ ADP PRON ADP ,dit zijn die met de vierkant Erbovenin met de twee blokkentorens tegen elkaar aan ,dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP de_de#DET vierkant_vierkant#ADJ erbovenin_Erbovenin#PROPN met_met#ADP de_de#DET twee_twee#NUM blokkentorens_blokkentorens#ADJ tegen_tegen#ADP elkaar_elkaar#PRON aan_aan#ADP ,1422.514,1426.945,"R, L",pair15_A,twee blokkentorens tegen elkaar aan,twee blokkentorens tegen elkaar aan,NUM ADJ ADP PRON ADP,twee#NUM blokkentorens#ADJ tegen#ADP elkaar#PRON aan#ADP,manual,True,manual
pair15,525,5,iconic,gesture,1434.044,1435.232,15C,Pre-stroke hold,1.1879999999998745,15,#clicks# uh met uh vierkant wat er dwars doorheen zit en dan de twee kleine dingetjes aan de bovenkant en de l-vorm,B,11,B,7,7,1,met vierkant wat er dwars doorheen zit en dan de twee kleine dingetjes aan de bovenkant en de l-vorm,ADP ADJ PRON ADV ADJ ADP VERB CCONJ ADV DET NUM ADJ NOUN ADP DET NOUN CCONJ DET NOUN ,met vierkant wat er dwars doorheen zitten en dan de twee klein dinge aan de bovenkant en de l-vorm ,met_met#ADP vierkant_vierkant#ADJ wat_wat#PRON er_er#ADV dwars_dwars#ADJ doorheen_doorheen#ADP zit_zitten#VERB en_en#CCONJ dan_dan#ADV de_de#DET twee_twee#NUM kleine_klein#ADJ dingetjes_dinge#NOUN aan_aan#ADP de_de#DET bovenkant_bovenkant#NOUN en_en#CCONJ de_de#DET l-vorm_l-vorm#NOUN ,1431.412,1438.814,L,pair15_B,vierkant wat er dwars doorheen zit en dan,vierkant wat er dwars doorheen zitten en dan,ADJ PRON ADV ADJ ADP VERB CCONJ ADV,vierkant#ADJ wat#PRON er#ADV dwars#ADJ doorheen#ADP zitten#VERB en#CCONJ dan#ADV,manual,True,manual
pair15,525,5,iconic,gesture,1435.657,1436.209,15A,,0.5520000000001346,15,#clicks# uh met uh vierkant wat er dwars doorheen zit en dan de twee kleine dingetjes aan de bovenkant en de l-vorm,B,11,B,7,7,1,met vierkant wat er dwars doorheen zit en dan de twee kleine dingetjes aan de bovenkant en de l-vorm,ADP ADJ PRON ADV ADJ ADP VERB CCONJ ADV DET NUM ADJ NOUN ADP DET NOUN CCONJ DET NOUN ,met vierkant wat er dwars doorheen zitten en dan de twee klein dinge aan de bovenkant en de l-vorm ,met_met#ADP vierkant_vierkant#ADJ wat_wat#PRON er_er#ADV dwars_dwars#ADJ doorheen_doorheen#ADP zit_zitten#VERB en_en#CCONJ dan_dan#ADV de_de#DET twee_twee#NUM kleine_klein#ADJ dingetjes_dinge#NOUN aan_aan#ADP de_de#DET bovenkant_bovenkant#NOUN en_en#CCONJ de_de#DET l-vorm_l-vorm#NOUN ,1431.412,1438.814,L,pair15_B,en dan de twee,en dan de twee,CCONJ ADV DET NUM,en#CCONJ dan#ADV de#DET twee#NUM,manual,True,manual
pair15,527,5,iconic,gesture,1446.221,1446.756,14B+14D,,0.5350000000000819,14,even kijken dit is die met de bal erbovenop en de IKEA-sleutel erdoorheen,A,12,A,C,C,1,even kijken dit is die met de bal erbovenop en de IKEA-sleutel erdoorheen,ADV VERB PRON AUX PRON ADP DET NOUN ADV CCONJ DET NOUN ADP ,even kijken dit zijn die met de bal erbovenop en de IKEA-sleutel erdoorheen ,even_even#ADV kijken_kijken#VERB dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP de_de#DET bal_bal#NOUN erbovenop_erbovenop#ADV en_en#CCONJ de_de#DET IKEA-sleutel_IKEA-sleutel#NOUN erdoorheen_erdoorheen#ADP ,1443.609,1447.233,R,pair15_A,en de IKEA-sleutel erdoorheen,en de IKEA-sleutel erdoorheen,CCONJ DET NOUN ADP,en#CCONJ de#DET IKEA-sleutel#NOUN erdoorheen#ADP,manual,True,manual
pair15,532,5,iconic,gesture,1462.79,1463.428,16A,,0.6380000000001473,16,uh dit is die met de twee uh druppelvormen één erboven één aan de linkerkant en de blokkentoren rechts,A,14,A,N,N,1,dit is die met de twee druppelvormen één erboven één aan de linkerkant en de blokkentoren rechts,PRON AUX PRON ADP DET NUM NOUN NUM VERB NUM ADP DET NOUN CCONJ DET NOUN ADJ ,dit zijn die met de twee druppelvor één Erboven één aan de linkerkant en de blokkentoar rechts ,dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP de_de#DET twee_twee#NUM druppelvormen_druppelvor#NOUN één_één#NUM erboven_Erboven#VERB één_één#NUM aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN en_en#CCONJ de_de#DET blokkentoren_blokkentoar#NOUN rechts_rechts#ADJ ,1460.135,1466.143,R,pair15_A,druppelvormen één erboven één,druppelvor één Erboven één,NOUN NUM VERB NUM,druppelvor#NOUN één#NUM Erboven#VERB één#NUM,manual,True,manual
pair15,532,5,iconic,gesture,1463.896,1464.396,general,,0.5,16,uh dit is die met de twee uh druppelvormen één erboven één aan de linkerkant en de blokkentoren rechts,A,14,A,N,N,1,dit is die met de twee druppelvormen één erboven één aan de linkerkant en de blokkentoren rechts,PRON AUX PRON ADP DET NUM NOUN NUM VERB NUM ADP DET NOUN CCONJ DET NOUN ADJ ,dit zijn die met de twee druppelvor één Erboven één aan de linkerkant en de blokkentoar rechts ,dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP de_de#DET twee_twee#NUM druppelvormen_druppelvor#NOUN één_één#NUM erboven_Erboven#VERB één_één#NUM aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN en_en#CCONJ de_de#DET blokkentoren_blokkentoar#NOUN rechts_rechts#ADJ ,1460.135,1466.143,R,pair15_A,erboven één aan de linkerkant en de,Erboven één aan de linkerkant en de,VERB NUM ADP DET NOUN CCONJ DET,Erboven#VERB één#NUM aan#ADP de#DET linkerkant#NOUN en#CCONJ de#DET,manual,True,manual
